Date,Open,High,Low,Close,Adj Close,Volume
12/30/2015,33.650002,33.939999,33.380001,33.389999,32.689781,4508600
12/31/2015,33.34,33.490002,32.959999,32.959999,32.268795,3713200
1/4/2016,32.290001,32.580002,32.040001,32.369999,31.691172,8951900
1/5/2016,32.98,33.439999,32.5,32.889999,32.200256,12256800
1/6/2016,32.349998,32.5,31.16,31.530001,30.86878,11233600
1/7/2016,30.74,30.950001,29.879999,30.280001,29.644997,16132600
1/8/2016,30.67,30.700001,29.57,29.629999,29.008627,9961800
1/11/2016,29.66,29.889999,29.15,29.68,29.057583,10234300
1/12/2016,30.209999,30.620001,29.969999,30.18,29.547094,11733900
1/13/2016,30.41,30.610001,29.23,29.26,28.646387,12041800
1/14/2016,28.66,29,27.82,28.67,28.06876,15005900
1/15/2016,27.52,27.85,26.639999,27.110001,26.541479,21036300
1/19/2016,27.67,28.450001,27.219999,27.33,26.756859,11428500
1/20/2016,26.809999,27.83,26.450001,27.48,26.903717,12029500
1/21/2016,27.780001,28.23,27.209999,27.799999,27.217003,12036400
1/22/2016,28.33,28.639999,28.27,28.450001,27.853378,6449900
1/25/2016,28.440001,28.77,28.360001,28.42,27.824003,6768200
1/26/2016,28.48,28.82,28.190001,28.700001,28.098133,5698600
1/27/2016,28.66,28.75,27.82,28.360001,27.765261,5792500
1/28/2016,28.59,28.690001,27.5,28.049999,27.46176,6919400
1/29/2016,28.290001,29.35,28.18,29.290001,28.675756,7762600
2/1/2016,29.26,29.450001,29.01,29.299999,28.685545,7247100
2/2/2016,29,29.15,27.860001,28.059999,27.471554,8547700
2/3/2016,28.280001,28.450001,27.549999,28.200001,27.608616,8169300
2/4/2016,28.24,28.85,27.93,28.209999,27.618404,8703500
2/5/2016,28.02,28.33,26.35,26.43,25.875734,15010700
2/8/2016,26.030001,26.16,24.85,25.219999,24.691109,15221300
2/9/2016,24.92,26.549999,24.799999,25.49,24.955446,10634300
2/10/2016,25.65,26.389999,25.290001,25.43,24.896704,8395000
2/11/2016,24.780001,25.559999,24.780001,25.299999,24.769432,8503600
2/12/2016,25.700001,25.780001,24.75,25.73,25.190413,8520400
2/16/2016,26.1,27.030001,26.02,26.99,26.423992,12133800
2/17/2016,27.33,27.92,27.219999,27.66,27.079939,19286700
2/18/2016,29.93,30.98,29.9,30.040001,29.41003,26716500
2/19/2016,29.879999,30.709999,29.65,30.440001,29.801636,13140700
2/22/2016,30.879999,31.870001,30.82,31.52,30.858992,11241700
2/23/2016,31.27,31.9,31.120001,31.6,30.937313,9234500
2/24/2016,31.469999,31.870001,30.6,31.82,31.152699,8421300
2/25/2016,31.940001,32.049999,31.32,31.889999,31.221233,8740400
2/26/2016,32.040001,32.119999,31.360001,31.68,31.015638,9049100
2/29/2016,31.610001,32.02,31.34,31.360001,30.814205,8083600
3/1/2016,31.440001,32.75,31.389999,32.75,32.180012,8717500
3/2/2016,32.57,33.060001,32.509998,32.939999,32.366711,5845300
3/3/2016,32.900002,33.040001,32.209999,32.650002,32.081753,7550100
3/4/2016,32.900002,32.93,32.299999,32.549999,31.983496,4382600
3/7/2016,32.369999,32.59,31.92,32.34,31.777143,5999200
3/8/2016,32.009998,32.200001,31.65,31.75,31.197414,6873500
3/9/2016,32.029999,32.080002,31.32,31.73,31.177761,5569700
3/10/2016,31.92,32.099998,31.040001,31.68,31.128637,7152100
3/11/2016,32.150002,32.23,31.77,32.220001,31.659233,6935000
3/14/2016,32.07,32.43,31.92,32.299999,31.737843,4757800
3/15/2016,32.130001,32.34,31.57,32.139999,31.580629,5655400
3/16/2016,31.9,33.209999,31.75,33.099998,32.523914,9091100
3/17/2016,32.98,33.139999,32.369999,32.82,32.248795,8842000
3/18/2016,33.209999,34.25,33,33.810001,33.221569,13637800
3/21/2016,33.509998,33.919998,33.150002,33.91,33.319817,8444500
3/22/2016,33.799999,34.09,33.43,33.849998,33.26086,6050300
3/23/2016,34,34.68,33.849998,34.43,33.830769,10725200
3/24/2016,34.119999,34.540001,34.009998,34.48,33.879902,6123900
3/28/2016,34.419998,34.98,34.380001,34.830002,34.22382,6634700
3/29/2016,34.68,35.470001,34.599998,35.389999,34.774063,6545300
3/30/2016,35.52,36.25,35.5,35.759998,35.137619,9417500
3/31/2016,35.919998,36,35.349998,35.630001,35.009884,9497100
4/1/2016,35.41,36.169998,35.139999,36.150002,35.520844,8707300
4/4/2016,36.450001,36.639999,35.66,35.799999,35.176926,9848500
4/5/2016,35.48,36.080002,35.34,35.75,35.127796,8489200
4/6/2016,35.299999,35.82,34.630001,35.799999,35.176926,11334400
4/7/2016,35.57,35.889999,35.279999,35.43,34.813374,9452600
4/8/2016,35.720001,35.950001,35.310001,35.66,35.03936,6398400
4/11/2016,35.869999,36.470001,35.759998,35.880001,35.255531,9688100
4/12/2016,36,36.049999,35.139999,35.84,35.216232,7319100
4/13/2016,36,36.75,36,36.740002,36.100567,8767900
4/14/2016,36.639999,37,36.490002,36.84,36.19883,10414100
4/15/2016,36.830002,37.459999,36.709999,37.130001,36.48378,10924300
4/18/2016,37.060001,37.060001,36.610001,36.970001,36.326569,7683000
4/19/2016,37.110001,37.18,36.080002,36.310001,35.678055,7728800
4/20/2016,36.25,36.669998,36.209999,36.450001,35.815617,5004300
4/21/2016,36.459999,36.630001,36.25,36.41,35.776302,4457000
4/22/2016,36.529999,36.779999,36.150002,36.27,35.638744,5588500
4/25/2016,36.279999,36.650002,36.18,36.450001,35.815617,4799300
4/26/2016,36.669998,37.09,36.32,36.48,35.845093,5363400
4/27/2016,36.389999,37.330002,36.32,37.310001,36.660648,8809900
4/28/2016,37.080002,37.299999,36.110001,36.200001,35.569977,9530600
4/29/2016,36.049999,36.130001,35.139999,35.529999,34.911625,8047600
5/2/2016,35.869999,36.220001,35.700001,36,35.373451,6401900
5/3/2016,35.59,35.740002,35.259998,35.57,34.950939,5600600
5/4/2016,35.139999,35.169998,34.400002,34.759998,34.155025,13144100
5/5/2016,35.049999,35.380001,34.709999,34.970001,34.361382,6172100
5/6/2016,34.91,35.419998,34.84,35.330002,34.715115,4581000
5/9/2016,35.419998,35.57,34.990002,35.279999,34.665981,8333400
5/10/2016,35.5,36.02,35.16,35.959999,35.334141,6741900
5/11/2016,36.07,36.459999,35.869999,36.060001,35.432404,8204400
5/12/2016,36.32,36.48,34.93,35.57,34.950939,16763500
5/13/2016,39.189999,41,39,40.98,40.266777,52756400
5/16/2016,40.669998,42.799999,40.540001,42.189999,41.455711,24325800
5/17/2016,42,42.580002,41.459999,42.279999,41.544147,15709800
5/18/2016,42,43.849998,42,43.360001,42.60535,13526800
5/19/2016,43.189999,43.860001,43.130001,43.549999,42.792049,9972000
5/20/2016,43.82,44.509998,43.75,44.330002,43.558468,9777100
5/23/2016,44.52,44.689999,44.130001,44.400002,43.627251,10340900
5/24/2016,44.419998,45.5,44.299999,45.360001,44.686291,10394700
5/25/2016,45.5,45.689999,44.810001,45.169998,44.4991,11451900
5/26/2016,45.25,45.98,45.119999,45.650002,44.971973,7749100
5/27/2016,45.700001,45.970001,45.549999,45.900002,45.218262,6935400
5/31/2016,46.099998,46.82,46.07,46.720001,46.026085,10313100
6/1/2016,46.5,47.259998,46.360001,46.810001,46.114746,9678300
6/2/2016,47.060001,47.540001,46.599998,47.139999,46.43985,8230200
6/3/2016,46.68,46.740002,45.66,46.48,45.789646,11526900
6/6/2016,46.599998,46.959999,46,46.240002,45.553219,8062800
6/7/2016,46.52,46.779999,46.310001,46.330002,45.64188,4835000
6/8/2016,46.34,46.509998,45.799999,46.18,45.494099,5865400
6/9/2016,46.02,47.450001,45.919998,47.380001,46.676285,11804200
6/10/2016,46.82,47.240002,46.139999,46.200001,45.513802,10000600
6/13/2016,46.25,47.700001,46.25,46.790001,46.095058,11889700
6/14/2016,46.68,47.099998,46.16,46.880001,46.183708,7458600
6/15/2016,47.27,47.77,46.75,47.360001,46.656578,7525900
6/16/2016,47.009998,47.630001,46.549999,47.549999,46.843754,6161400
6/17/2016,47.610001,47.619999,46.529999,46.720001,46.026085,11775000
6/20/2016,47.470001,48.169998,47.439999,47.560001,46.853619,7344200
6/21/2016,47.759998,47.889999,47.200001,47.27,46.567921,5312700
6/22/2016,47.369999,47.68,47.150002,47.23,46.528507,5065500
6/23/2016,47.68,48.540001,47.650002,48.490002,47.769802,7447000
6/24/2016,46.5,47.360001,45.299999,45.73,45.050781,25442100
6/27/2016,45.349998,45.700001,44.57,45.240002,44.568066,11227200
6/28/2016,46.099998,46.150002,45.27,45.900002,45.218262,9548000
6/29/2016,46.299999,47.009998,46.18,46.650002,45.957123,7973300
6/30/2016,46.73,47.299999,46.349998,47.009998,46.311787,10773500
7/1/2016,46.75,47.360001,46.5,46.66,45.966969,5462200
7/5/2016,46.400002,47.43,46.029999,47.349998,46.646725,9277100
7/6/2016,47.02,47.93,46.779999,47.650002,46.942276,6827600
7/7/2016,47.970001,49.060001,47.75,48.889999,48.163857,9885000
7/8/2016,49.41,51.09,49.220001,50.849998,50.094742,12048300
7/11/2016,51.580002,52.400002,51.52,52.02,51.247368,11219400
7/12/2016,52.599998,53.279999,51.939999,52.799999,52.015778,10919000
7/13/2016,52.900002,53.200001,52.700001,52.779999,51.996086,8115100
7/14/2016,53.060001,53.799999,52.619999,53.32,52.528057,7922300
7/15/2016,52.639999,52.939999,51.84,52.700001,51.917267,10715400
7/18/2016,53.349998,53.43,52.77,52.970001,52.183254,6324800
7/19/2016,52.939999,53.73,52.84,53.52,52.72509,9566300
7/20/2016,53.700001,54.509998,53.48,54.220001,53.414688,7411500
7/21/2016,54.099998,54.27,53.040001,53.220001,52.429546,9032700
7/22/2016,53.41,54.669998,53.02,54.669998,53.858009,7894200
7/25/2016,55,55.810001,54.759998,55.68,54.853004,7813200
7/26/2016,56.169998,56.919998,56.09,56.630001,55.788898,12862700
7/27/2016,57.119999,57.220001,55.720001,56.060001,55.227364,11166900
7/28/2016,56.189999,56.599998,56.009998,56.18,55.345585,5547900
7/29/2016,56.389999,57.25,55.380001,57.099998,56.251907,10239700
8/1/2016,57.34,57.549999,56.360001,56.73,55.887409,7528000
8/2/2016,57,57.029999,55.5,56.040001,55.207649,7068700
8/3/2016,55.970001,56.299999,55.66,56.189999,55.355427,7495700
8/4/2016,56.459999,57.490002,56.349998,57.23,56.379982,6817800
8/5/2016,57.889999,58.23,57.610001,58.200001,57.335575,9289700
8/8/2016,59,59.139999,58.119999,58.740002,57.867558,7626600
8/9/2016,59.029999,59.459999,58.740002,58.889999,58.015331,9308600
8/10/2016,59.41,59.5,58.32,58.509998,57.640968,9393500
8/11/2016,58.82,59.950001,58.700001,59.700001,58.813301,17026600
8/12/2016,61.900002,63.380001,60.630001,63.040001,62.103687,35643600
8/15/2016,63.110001,63.5,62.130001,62.98,62.044579,14332600
8/16/2016,62.889999,62.990002,62.41,62.599998,61.670223,7191300
8/17/2016,62.599998,62.740002,60.66,61.150002,60.24176,14880300
8/18/2016,61.060001,62.200001,60.82,62.099998,61.177647,8292100
8/19/2016,62.07,62.73,61.799999,62.259998,61.33527,7289000
8/22/2016,62.450001,62.610001,61.709999,62.52,61.591412,6118700
8/23/2016,63.040001,63.32,62.73,62.91,62.089828,8494100
8/24/2016,63.130001,63.16,61.650002,61.939999,61.132477,7461200
8/25/2016,61.959999,61.990002,60.759998,61.529999,60.727821,10150800
8/26/2016,61.689999,62.380001,61.200001,62.029999,61.221298,7500600
8/29/2016,62.279999,62.529999,61.889999,61.990002,61.181831,6866300
8/30/2016,61.91,62.240002,61.459999,61.630001,60.826511,7138600
8/31/2016,61.75,61.919998,61.16,61.34,60.540291,9713600
9/1/2016,61.389999,63.380001,61.34,63.150002,62.326698,10712300
9/2/2016,63.279999,63.349998,61.82,62.529999,61.714783,8078700
9/6/2016,62.75,63.119999,62.43,63.119999,62.297089,7670300
9/7/2016,62.919998,63.23,61.830002,62.189999,61.379204,9949700
9/8/2016,62.130001,62.740002,61.419998,62.639999,61.823345,7895200
9/9/2016,61.950001,62.299999,59,59.52,58.744026,17444000
9/12/2016,58.73,60.869999,57.32,60.75,59.957989,14956500
9/13/2016,60.599998,61.299999,59.529999,59.869999,59.089458,11794200
9/14/2016,60.009998,60.599998,59.509998,60.400002,59.612545,7976200
9/15/2016,60.5,62.759998,60.360001,62.689999,61.872696,12880300
9/16/2016,62.91,63.25,62.119999,62.84,62.020741,22561100
9/19/2016,63.5,65.260002,63.209999,63.669998,62.839916,10428200
9/20/2016,64.400002,64.400002,62.740002,63.09,62.267483,8277800
9/21/2016,63.279999,64.980003,63.27,64.860001,64.014389,8405300
9/22/2016,65.239998,65.440002,64.650002,65.019997,64.172318,7718300
9/23/2016,65.099998,65.290001,64.660004,64.949997,64.103233,6903300
9/26/2016,64.209999,64.599998,63.529999,64.339996,63.501183,5751000
9/27/2016,64.089996,66.639999,64.059998,66.540001,65.672493,10068800
9/28/2016,66.639999,66.830002,65.93,66.779999,65.909378,7994700
9/29/2016,66.669998,67.610001,66.050003,67.400002,66.521309,8417100
9/30/2016,67.769997,69.190002,67.370003,68.519997,67.626686,10748300
10/3/2016,68.519997,69.510002,68.330002,68.449997,67.557602,6064900
10/4/2016,68.550003,69.699997,67.790001,68.300003,67.409569,7040600
10/5/2016,68.879997,69.580002,68.019997,68.230003,67.340469,7636000
10/6/2016,67.410004,67.830002,66.260002,67.339996,66.462067,9005300
10/7/2016,67.790001,67.970001,66.660004,66.849998,65.978462,7156500
10/10/2016,67.199997,67.559998,66.470001,67.099998,66.225197,7196900
10/11/2016,66.879997,66.980003,65.620003,66.129997,65.267845,9713500
10/12/2016,65.860001,66.779999,65.309998,66.43,65.563934,10498000
10/13/2016,65.650002,65.800003,63.700001,65.349998,64.498016,9752900
10/14/2016,66.150002,66.599998,65.599998,65.989998,65.129669,8265900
10/17/2016,65.980003,66.599998,65.519997,65.610001,64.754623,4883200
10/18/2016,66.519997,66.989998,66.25,66.610001,65.741615,6734300
10/19/2016,66.160004,66.779999,65.82,66.470001,65.603416,4976500
10/20/2016,67.25,67.949997,66.300003,67.730003,66.846977,7802100
10/21/2016,67.489998,67.660004,66.900002,67.540001,66.659477,6987700
10/24/2016,68,70.790001,67.989998,70.709999,69.788132,8495900
10/25/2016,70.589996,72.300003,70.25,71.870003,70.933044,9936500
10/26/2016,71.269997,72.949997,71.199997,72.160004,71.219254,8344800
10/27/2016,72.709999,72.849998,70.389999,70.68,69.758522,9716600
10/28/2016,71.019997,72.099998,70.43,70.559998,69.640099,7271400
10/31/2016,70.790001,71.629997,70.75,71.160004,70.232277,6309700
11/1/2016,71.419998,71.809998,68.290001,69.050003,68.149788,11830600
11/2/2016,69.580002,70.519997,68.639999,68.760002,67.863579,7396200
11/3/2016,69.080002,69.139999,66.639999,67.959999,67.07399,7741600
11/4/2016,67.510002,68.730003,66.580002,67.57,66.689087,8219500
11/7/2016,69.550003,71.720001,69.5,71.269997,70.340828,12189500
11/8/2016,71.540001,71.769997,70.5,71.160004,70.232277,10747100
11/9/2016,69.230003,70.900002,68.720001,69.959999,69.04792,11413300
11/10/2016,71.489998,71.5,66.760002,67.769997,66.886467,21732000
11/11/2016,79.510002,88.769997,78.5,87.970001,86.823128,54383600
11/14/2016,88.089996,88.190002,83.620003,83.639999,82.549561,33719900
11/15/2016,84.290001,87.449997,83.93,86.190002,85.066322,15652300
11/16/2016,87.339996,92.559998,86.349998,91.629997,90.435387,24699600
11/17/2016,92.309998,94.790001,90.650002,92.389999,91.185493,20824700
11/18/2016,92.389999,94.330002,91.800003,93.360001,92.142845,14401500
11/21/2016,94.089996,94.349998,92.400002,92.980003,91.767799,10910900
11/22/2016,93.300003,93.739998,92.379997,93.650002,92.429054,8259200
11/23/2016,93.720001,95.25,92.769997,93.970001,92.883728,11080900
11/25/2016,94.419998,95.099998,93.410004,94.160004,93.071571,4889100
11/28/2016,93.870003,94.739998,93.599998,94.110001,93.022125,6968400
11/29/2016,94,94.440002,92.529999,93.25,92.172066,11114200
11/30/2016,93.599998,94.160004,92.099998,92.199997,91.134201,11012500
12/1/2016,92.099998,92.169998,84.769997,87.639999,86.62693,25888100
12/2/2016,86.25,88.800003,85.120003,88.449997,87.427551,11957300
12/5/2016,89.989998,92.610001,89,91.879997,90.817902,15057100
12/6/2016,92.209999,93.730003,91.57,93.389999,92.310448,12469900
12/7/2016,92.839996,95.300003,92.099998,95.07,93.971046,12020100
12/8/2016,95.190002,96.620003,93.050003,93.480003,92.399422,9538600
12/9/2016,94.199997,94.269997,90.709999,91.82,90.758614,9557800
12/12/2016,89.849998,89.949997,87.540001,89.589996,88.55439,15033300
12/13/2016,90.089996,92.290001,90.050003,91.169998,90.116112,9694900
12/14/2016,92.540001,97.110001,91.57,96.449997,95.335075,24599500
12/15/2016,96.900002,99.940002,96.599998,98.709999,97.568962,18663700
12/16/2016,99.830002,100.699997,97.730003,100.410004,99.249313,27238200
12/19/2016,99.699997,102.449997,99,101.629997,100.455208,18616400
12/20/2016,104.580002,106.129997,104.120003,105.169998,103.954285,21201400
12/21/2016,105.639999,105.949997,103.709999,105.830002,104.606636,14403400
12/22/2016,106.82,108.870003,106.529999,107.110001,105.871857,17965300
12/23/2016,106.379997,109.839996,106.269997,109.779999,108.510994,16192300
12/27/2016,112.059998,117.360001,111.220001,117.32,115.963829,29856800
12/28/2016,119.599998,119.93,108.690002,109.25,107.987129,57394100
12/29/2016,104.900002,111.489998,102.800003,111.43,110.141922,54384200
12/30/2016,111.349998,111.919998,106.300003,106.739998,105.506119,30323300
1/3/2017,104.400002,106.370003,99.379997,102.010002,100.830811,37549900
1/4/2017,103.400002,105.5,101.529999,104.389999,103.183281,29980500
1/5/2017,104.529999,105.82,101.050003,101.739998,100.563942,24607400
1/6/2017,102.849998,104.25,101.199997,103.099998,101.908211,20571400
1/9/2017,103.5,108,103.5,107.279999,106.039902,22906200
1/10/2017,107.809998,109.190002,105.629997,106.470001,105.23925,22023000
1/11/2017,106,106.199997,104.150002,105.160004,103.944382,13141600
1/12/2017,104.230003,104.699997,101.620003,103.440002,102.244286,15640400
1/13/2017,103.599998,105,103.059998,103.43,102.234398,11445500
1/17/2017,103,103.199997,100.57,101.110001,99.941216,14515300
1/18/2017,100.239998,103.230003,99.110001,102.949997,101.759933,16360600
1/19/2017,103.07,106.459999,102.980003,105.160004,103.944382,16121800
1/20/2017,106.080002,106.800003,103.120003,104.010002,102.807693,12300600
1/23/2017,103.800003,105.900002,103.699997,105.089996,103.875206,9247600
1/24/2017,105.5,107.580002,104.900002,107.330002,106.089302,10701300
1/25/2017,109.050003,109.300003,106.330002,107.790001,106.543991,13069000
1/26/2017,107.900002,109.949997,106.699997,109.650002,108.382492,11470000
1/27/2017,109.93,111.889999,108.849998,111.769997,110.477974,11799900
1/30/2017,110.919998,111.010002,107.910004,110.019997,108.748215,12400100
1/31/2017,108.949997,110.050003,108.199997,109.18,107.917931,9068900
2/1/2017,110.580002,114.120003,109.860001,113.949997,112.63279,14750100
2/2/2017,113.300003,115.739998,112.059998,115.389999,114.056129,12081000
2/3/2017,115.449997,115.900002,113.900002,114.379997,113.0578,9318600
2/6/2017,114,117.330002,114,117.309998,115.953941,12669200
2/7/2017,118.699997,120.919998,117.900002,119.129997,117.752907,18655600
2/8/2017,118.400002,119.309998,116.379997,118.610001,117.238907,11239500
2/9/2017,118.860001,119.059998,115.599998,116.379997,115.034698,21064200
2/10/2017,119.93,120.699997,112.599998,113.620003,112.306602,41277300
2/13/2017,113.389999,113.980003,108.199997,108.379997,107.127167,29518100
2/14/2017,107.989998,110.150002,106.290001,108.779999,107.522537,21265800
2/15/2017,108.900002,109.800003,107.760002,109,107.739998,9325500
2/16/2017,109.389999,109.440002,105.660004,107.25,106.010246,16179400
2/17/2017,106.699997,107.410004,104.790001,107.230003,105.990479,14093500
2/21/2017,108.230003,111.230003,108.220001,111.07,109.786079,13798800
2/22/2017,111.419998,111.800003,109.989998,110.760002,109.617828,10844300
2/23/2017,105.5,106.389999,99.68,100.489998,99.453728,39822200
2/24/2017,97.07,102,95.699997,101.459999,100.413734,25747600
2/27/2017,102.199997,105.019997,101.559998,104.410004,103.333305,17885000
2/28/2017,104.800003,105.199997,100.779999,101.480003,100.433533,15634000
3/1/2017,103.790001,104.370003,101.110001,102.790001,101.730019,12620100
3/2/2017,102.269997,102.839996,98.889999,99,97.979095,18858300
3/3/2017,98.57,98.769997,96.220001,98.43,97.414978,21617300
3/6/2017,96.959999,98.099998,95.169998,97.669998,96.662796,22089200
3/7/2017,97.669998,99.529999,97.150002,98.739998,97.721786,15085000
3/8/2017,100.699997,101.300003,98.470001,98.559998,97.543633,15967800
3/9/2017,97.910004,99.449997,97.400002,98.540001,97.523827,11951500
3/10/2017,99.610001,100.089996,98.379997,99.120003,98.097878,12493500
3/13/2017,99.540001,102.25,99.510002,101.849998,100.799721,19353400
3/14/2017,102.370003,102.75,100.470001,101.779999,100.730423,13050400
3/15/2017,102.25,102.989998,100.32,102.550003,101.4925,15375900
3/16/2017,102.980003,103.830002,102.410004,103.809998,102.739494,13077500
3/17/2017,104.519997,106.120003,103.809998,106.07,104.976181,27992200
3/20/2017,106.779999,109.610001,106.129997,109.449997,108.321342,18714200
3/21/2017,108.75,109.959999,105.589996,105.910004,104.817856,22837100
3/22/2017,105.459999,108.260002,105.300003,108.07,106.955574,15419100
3/23/2017,107.75,108.559998,106.699997,107.089996,105.985687,13348500
3/24/2017,108.970001,109.290001,106.419998,107.470001,106.361755,10987500
3/27/2017,105.580002,108.410004,103.580002,108.25,107.13372,12666100
3/28/2017,108.300003,108.889999,107.269997,107.690002,106.579498,10811100
3/29/2017,107.989998,108.489998,107.25,107.339996,106.233101,8749800
3/30/2017,107.629997,110,107.400002,109.400002,108.271881,13138300
3/31/2017,109.010002,109.889999,108.400002,108.93,107.806709,11020200
4/3/2017,108.949997,109.650002,107.419998,108.379997,107.26236,11130800
4/4/2017,103.400002,104.419998,100.339996,100.779999,99.740738,31782000
4/5/2017,100.019997,102.370003,99.5,100.029999,98.998482,18676200
4/6/2017,100.239998,101.25,98.410004,100.760002,99.72097,15878000
