sale_price,sq_ft,acreage
83500,2723,0.3
345000,2727,0.16
306000,2727,0.35
495000,2729,0.33
344500,2736,0.13
359886,2736,0.15
600000,2736,0.54
276800,2739,0.36
385000,2744,0.2
339000,2747,0.18
341500,2750,0.1
367000,2756,0.27
390000,2758,0.19
368500,2760,0.21
334900,2760,0.21
389000,2761,0.29
330000,2761,0.33
375000,2766,0.29
368000,2770,0.25
357500,2772,0.16
235000,2773,0.22
350000,2773,1.03
320000,2774,0.13
352000,2779,0.15
395000,2779,0.42
296000,2786,0.11
310000,2788,0.24
352500,2791,0.14
340000,2791,0.32
324900,2801,0.1
338500,2801,0.16
360000,2806,0.13
450000,2807,0.48
308100,2813,0.1
422000,2815,0.23
442000,2815,0.32
390000,2816,0.26
324000,2823,0.36
393000,2826,0.15
436000,2829,0.16
349100,2829,0.18
325000,2834,0.19
250000,2834,0.19
370000,2837,0.15
369000,2838,0.13
502500,2840,0.21
336200,2842,0.18
419000,2845,0.16
370000,2845,0.18
415000,2847,0.17
575000,2847,0.74
540000,2847,0.75
397500,2850,0.17
339900,2855,0.16
390000,2859,0.27
306000,2861,0.13
318000,2862,0.1
370000,2870,0.21
362000,2874,0.19
395000,2880,0.17
309000,2895,0.17
375000,2895,0.36
370000,2896,0.13
405000,2896,0.19
300000,2904,0.21
335000,2904,0.48
450000,2906,0.31
374600,2909,0.14
353700,2909,0.14
370100,2910,0.2
344000,2914,0.25
425000,2917,0.35
370000,2923,0.24
332600,2924,0.23
420000,2924,0.27
355000,2927,0.1
497300,2927,0.22
332500,2931,0.11
320900,2932,0.1
377500,2932,0.11
320000,2932,0.11
495000,2934,0.29
355000,2935,0.1
342200,2935,0.1
388500,2935,0.26
494000,2937,0.27
419900,2938,0.19
335000,2940,0.16
502000,2942,0.23
357000,2944,0.22
278500,2949,0.13
276800,2949,0.13
279500,2949,0.13
408000,2949,0.15
447000,2949,0.34
476400,2950,0.19
373000,2952,0.13
490300,2952,0.22
360000,2955,0.37
279700,2962,0.14
440000,2963,0.22
349900,2968,0.15
392000,2970,0.19
326000,2974,0.11
350000,2974,0.26
432500,2974,0.32
414900,2979,0.36
455000,2987,0.25
340000,2991,0.13
530000,2991,0.61
360000,3002,0.22
396500,3002,0.32
425000,3005,0.14
444500,3009,0.15
330000,3012,0.1
420000,3017,0.22
425000,3017,1.01
480000,3018,6.24
428000,3030,0.2
378000,3030,0.2
507000,3031,0.33
565000,3032,6.61
450900,3033,0.14
421000,3041,0.15
390000,3045,0.14
415000,3055,0.18
357500,3058,0.88
377000,3067,0.13
410000,3067,0.19
487000,3068,0.22
470000,3069,0.2
447300,3073,0.17
450000,3076,0.24
433000,3078,0.23
515000,3081,0.25
444000,3083,0.3
451200,3085,0.22
560000,3088,0.29
529000,3093,0.46
467700,3095,0.23
559000,3095,0.43
630200,3096,0.28
498100,3099,0.27
364000,3104,0.24
515000,3107,0.19
495000,3109,0.51
393000,3113,0.15
447100,3117,0.21
452000,3123,0.35
350000,3127,0.1
407500,3129,0.41
500000,3131,0.17
462000,3133,0.21
409700,3133,0.25
403500,3134,0.2
454000,3136,0.73
370000,3139,0.09
357500,3139,0.09
515000,3141,0.55
501000,3142,0.8
467500,3144,0.18
380000,3148,0.2
469900,3152,0.5
295000,3153,1.2
450000,3154,0.19
515000,3157,0.25
435000,3172,0.19
375000,3175,0.22
415000,3175,0.27
499000,3175,0.33
395800,3181,0.13
435000,3186,0.21
475000,3187,0.19
525000,3190,0.28
497000,3190,0.31
425000,3191,0.48
596300,3192,0.22
490000,3192,0.24
467900,3192,0.33
373500,3193,0.18
329900,3193,0.23
460000,3201,0.17
485000,3205,0.23
570800,3210,0.22
356500,3214,0.14
349000,3216,0.21
360000,3221,0.22
360000,3228,0.19
388000,3230,0.21
515000,3231,0.19
353500,3231,0.34
445000,3232,0.3
379400,3238,0.25
655300,3250,0.24
217500,3252,0.52
498000,3257,0.7
234900,3272,0.16
385000,3272,0.17
480000,3272,0.2
512000,3277,0.3
468100,3279,0.19
389000,3282,0.18
377100,3282,0.24
381000,3283,0.21
385000,3285,0.21
446000,3285,1.36
455000,3286,0.23
508000,3289,0.39
775000,3290,6.45
464000,3291,0.51
422400,3296,0.16
499000,3296,0.27
443900,3296,0.27
571300,3297,0.3
444500,3300,0.22
470000,3305,0.33
702900,3305,0.46
485000,3305,0.51
455000,3310,0.36
460000,3311,0.21
460000,3312,0.27
460000,3312,0.28
522000,3313,0.27
440000,3316,0.21
460000,3320,0.28
489000,3322,0.27
476900,3323,0.29
496100,3332,0.26
330400,3332,0.27
470000,3334,0.26
574000,3335,0.2
465000,3338,0.34
471000,3353,0.29
380000,3358,0.31
530000,3358,0.37
489000,3365,0.26
505000,3382,0.38
387000,3394,0.49
355000,3395,0.27
455000,3397,0.61
348400,3400,0.14
366500,3402,0.15
489000,3416,0.24
430000,3426,0.22
435000,3431,0.13
350000,3431,0.13
535000,3446,0.29
349900,3448,0.13
549000,3457,0.39
787500,3457,0.43
390000,3460,0.27
482000,3466,0.59
570000,3476,0.34
510000,3485,0.38
510000,3489,0.22
415000,3502,0.28
475000,3502,0.47
519900,3507,0.36
565000,3518,0.32
651500,3519,0.28
585000,3519,0.35
