sale_price,sq_ft,acreage
570000,3476,0.34
670000,3702,0.42
530000,3606,0.45
133000,1186,1
185000,1314,0.09
174000,1500,0.1
205000,1544,0.1
381700,2417,0.11
381700,2441,0.11
349400,2612,0.13
383000,2952,0.13
275000,2486,0.15
360000,2426,0.18
228500,1782,0.19
331000,2268,0.23
364000,2548,0.33
340000,2281,0.42
270000,,3.96
257500,,0.1
212000,1557,0.11
282600,2148,0.12
282600,2156,0.12
288000,2022,0.12
219400,1561,0.13
385000,2865,0.14
385000,2903,0.14
430200,,0.14
245000,1833,0.15
336000,2474,0.21
442300,2640,0.22
234900,1828,0.1
215000,1699,0.13
287500,3130,0.15
393000,2826,0.15
306000,2091,0.17
375000,3096,0.17
363600,2885,0.18
505000,3590,0.35
155000,1440,0.41
236900,1602,0.18
550000,3183,0.51
156000,1304,0.12
249000,1793,0.15
259900,2070,0.21
440000,2963,0.22
445800,2600,0.25
135000,1412,0.03
302000,1971,0.14
267500,2633,0.24
565000,3243,0.25
238000,,0.07
289900,2094,0.17
395500,2640,0.17
239900,1822,0.18
425000,3080,0.64
299200,2128,0.16
260000,2017,0.2
135000,1488,1.13
147500,1602,0.04
125000,1387,0.05
247000,,0.1
405000,3136,0.12
253000,1881,0.14
305000,2496,0.19
485000,3392,0.19
315000,2340,0.21
635400,3932,0.24
350000,3221,0.41
165000,1253,0.03
272000,2064,0.1
272000,2128,0.1
370000,2837,0.15
234900,1890,0.18
276000,2101,0.27
296000,2319,0.32
84000,1344,0.5
315900,2066,1.15
188000,1540,0.06
270000,1857,0.14
319600,1975,0.14
335000,2692,0.14
265000,2239,0.17
283000,2014,0.18
280500,2949,0.2
295000,2229,0.23
371000,2552,0.26
489000,3365,0.26
399500,2677,0.39
200000,1512,0.49
425000,2302,2.82
139000,1248,0.03
165200,1596,0.03
244300,,0.1
255000,2050,0.15
414700,2449,0.16
328400,1975,0.17
412000,3098,0.25
285700,2064,0.1
285700,2128,0.1
207500,1358,0.11
354000,3170,0.13
303000,2218,0.15
65500,2228,0.19
47400,1840,0.21
360000,3221,0.22
375000,2323,0.51
243000,,0.08
285000,2296,0.08
195000,1437,0.1
278500,2949,0.13
230000,1708,0.15
255000,2193,0.17
243500,1918,0.21
120000,1358,0.04
235000,1828,0.1
240000,1975,0.14
290800,2400,0.16
327000,2418,0.17
193800,1502,0.18
380000,2458,0.5
111000,1035,0.03
219400,,0.07
240000,,0.07
325000,2434,0.1
325000,2523,0.1
240000,1581,0.14
235000,1718,0.15
449700,2669,0.17
175000,1043,0.22
175000,1043,0.23
369900,2454,0.29
427900,3043,0.35
563300,3295,0.5
300000,2352,0.1
483800,2150,0.16
443900,3296,0.27
340000,2696,0.29
405000,2772,0.37
500000,3630,0.08
500600,3192,0.21
138900,1248,0.03
154000,1253,0.03
255900,2075,0.15
317500,2410,0.15
228000,1733,0.19
294000,2355,0.23
116000,1035,0.03
137500,1248,0.03
139000,1477,0.03
179900,1328,0.1
328600,,0.1
250000,1770,0.12
289000,,0.12
202000,1747,0.13
498700,2213,0.15
289900,2018,0.16
570000,3190,0.16
380000,2478,0.2
252000,1918,0.22
451200,3085,0.22
495000,3604,0.3
575000,3759,0.35
163000,1620,1.54
129000,1412,0.03
133000,1383,0.03
271000,,0.09
379000,2946,0.11
220000,1548,0.15
425000,2958,0.15
270500,2400,0.16
450000,3519,0.19
224000,2065,0.2
250000,1768,0.21
247500,1918,0.22
345000,3039,0.22
340000,2268,0.23
400000,2930,0.23
275000,2168,0.28
390000,2899,0.37
455000,3451,0.42
217500,3252,0.52
127000,1862,0.06
245900,,0.1
342000,2912,0.12
220000,2464,0.14
360000,3483,0.18
299900,2188,0.2
275000,2446,0.27
259900,2021,0.18
270000,2458,0.21
250000,1776,0.11
264000,2022,0.12
280000,2207,0.15
395000,2779,0.42
184900,2280,1.23
247000,1816,0.12
390000,2799,0.15
350000,2794,0.22
130500,1248,0.42
360000,3304,0.53
195000,1594,0.02
135000,1412,0.05
248900,,0.11
268100,2633,0.13
381300,,0.13
263000,1922,0.15
325000,2624,0.24
189000,1860,1.2
136000,1248,0.03
228000,2133,0.11
165900,1176,0.15
295000,2488,0.27
442000,3311,0.39
381000,2552,0.4
290000,1865,0.26
134000,1565,0.08
217000,1612,0.18
299900,2118,0.42
137000,1383,0.03
195000,1494,0.11
262000,2642,0.13
264000,2116,0.16
450000,3154,0.19
536200,3213,0.23
505000,4031,0.38
137500,1216,0.02
280000,2352,0.08
235000,1536,0.11
337700,2360,0.11
293800,,0.14
339600,1830,0.14
352000,2658,0.21
255000,2082,0.33
550000,3733,0.57
135000,1766,1.03
295000,3153,1.2
295000,,0.11
241100,1918,0.13
333000,2556,0.13
385400,2046,0.14
498500,3842,0.14
289700,2400,0.16
308400,2400,0.16
312000,2194,0.16
395000,2640,0.16
389900,3066,0.25
419700,2715,0.25
270000,2115,0.35
197000,1760,0.02
296700,2064,0.1
296700,2128,0.1
374000,2608,0.25
280000,2044,0.42
257000,1842,0.17
495700,3576,0.28
505000,3382,0.38
90000,960,1.16
170000,1613,0.1
379200,2930,0.11
276800,2949,0.13
289900,2060,0.13
356100,,0.14
388000,3230,0.21
125000,1506,0.05
300500,2128,0.11
300500,2156,0.11
206000,1818,0.13
265900,1847,0.17
265900,1849,0.17
825000,4910,18.68
357500,3139,0.09
375000,2383,0.11
246700,,0.12
395000,2867,0.15
745000,5038,0.6
370000,2558,2.52
270300,,0.11
200000,1604,0.13
328000,3201,0.21
239000,1842,0.22
305000,2426,0.11
335000,2862,0.12
315000,2490,0.17
120000,1080,0.03
205000,1514,0.13
227300,1801,0.13
237500,1918,0.13
500000,3094,0.19
120000,1360,0.03
305600,2128,0.1
305600,2156,0.1
235000,1620,0.11
281800,,0.11
300200,2064,0.11
300200,2128,0.11
325000,1993,0.14
371100,,0.14
265000,2025,0.16
270000,2033,0.17
319400,2400,0.17
165000,1440,2.4
259900,,0.09
257600,2633,0.13
264500,2635,0.13
388400,,0.14
375000,2410,0.17
270000,2060,0.22
325900,2277,0.25
533000,3931,0.28
267000,,0.09
283100,,0.09
316000,,0.09
350000,2019,0.14
350000,2028,0.14
249000,1780,0.15
350000,2400,0.16
368500,2760,0.21
297200,2400,0.22
557000,3797,0.31
557000,4090,0.31
480000,2694,0.51
568000,3691,6.72
221500,1584,0.08
293800,,0.11
295000,2246,0.22
137000,1565,0.1
260000,2034,0.15
500000,5068,0.22
167857,2942,0.28
370400,2658,0.14
370400,2732,0.14
272500,,0.11
177000,1368,0.12
454000,2335,0.31
454000,3574,0.31
251000,1800,0.32
284700,,0.13
354100,2417,0.16
246000,2297,0.17
429600,2420,0.17
307500,2036,0.36
180000,1512,1.12
144000,1216,0.02
139000,1565,0.08
284600,2128,0.1
230700,1720,0.14
510000,3485,0.38
233700,,0.1
278000,2400,0.15
320000,2319,0.15
231000,1584,0.08
300000,2304,0.1
345000,2490,0.1
230000,1720,0.13
255000,3272,0.15
290000,2400,0.17
341100,2400,0.17
469000,3120,0.19
241000,1740,0.2
270000,2045,0.29
497000,3190,0.31
226900,1801,0.13
243000,2274,0.14
255000,1991,0.17
297200,2400,0.18
220000,1372,0.23
355400,2360,0.11
245000,1683,0.13
268500,2227,0.15
255900,1874,0.2
235100,,0.07
375000,3498,0.16
232000,1817,0.17
417200,3506,0.19
178900,1158,0.21
585000,3519,0.35
537000,4947,0.37
350000,2066,0.14
399900,3150,0.19
255000,2067,0.24
499000,3175,0.33
305000,2434,0.1
345000,2856,0.12
369800,2496,0.16
292000,2137,0.21
227500,1828,0.12
249400,1435,0.15
270000,2605,0.17
281000,2019,0.13
450900,3033,0.14
155000,1917,0.18
370000,1829,6.06
303600,2128,0.1
303600,2188,0.1
319000,2468,0.17
489900,2922,0.23
150000,1296,3.21
189900,1594,0.02
203000,1437,0.11
242000,1918,0.15
255000,1700,0.15
250500,1805,0.17
309000,2551,0.22
115000,1035,0.03
433000,3078,0.23
325000,3227,0.27
605000,5127,0.36
112000,1494,1.24
260000,2324,2.45
185000,1248,0.09
187000,1365,0.12
262300,2635,0.13
303800,2400,0.16
292500,2018,0.2
345000,3192,0.22
180000,1424,0.23
464000,3041,0.34
190000,1008,0.76
137500,1386,0.04
253800,,0.1
373800,2360,0.11
373800,2436,0.11
378800,2732,0.14
378800,2791,0.14
384900,,0.14
308100,2400,0.16
296000,2505,0.18
175000,1158,0.19
324000,2191,0.19
514000,2684,0.24
720000,4287,0.37
432000,3084,0.51
128500,1412,0.03
292000,,0.1
215000,1524,0.14
395400,2865,0.14
395400,2903,0.14
402100,2449,0.15
226000,1911,0.16
300000,2156,0.23
502000,2942,0.23
357000,2274,0.27
310000,,0.11
361400,2533,0.11
243100,1918,0.13
279500,2949,0.13
249000,1872,0.15
251000,,0.16
395000,3178,0.22
603571,3162,0.44
855000,5022,5.84
123000,1506,0.02
281400,2064,0.1
281400,2148,0.1
549100,4017,0.39
231000,1606,0.07
242000,,0.07
220000,1545,0.1
285000,2401,0.18
412000,2625,0.35
130000,1578,0.07
599300,2625,0.24
525200,4266,0.42
369900,2180,2.15
235000,1828,0.13
277500,2030,0.14
560000,3566,0.51
180200,1594,0.02
132000,1248,0.03
239000,1777,0.09
270000,1828,0.1
205000,1544,0.11
359700,3337,0.16
360000,2524,0.31
355000,2710,0.51
600000,4988,0.5
119000,1080,0.03
224000,1606,0.08
240000,,0.08
224000,,0.09
300000,2400,0.16
350000,2432,0.19
141000,1383,0.03
90000,1387,0.05
220000,1828,0.1
195000,1394,0.11
215000,1412,0.17
320000,2419,0.21
246000,2104,0.22
264000,,0.14
239200,1918,0.15
292000,2400,0.18
352000,2621,0.24
257000,1783,0.15
284900,2220,0.15
322000,2502,0.16
290000,2460,0.2
186000,1298,0.09
183000,1298,0.1
248000,1861,0.23
405000,2651,0.36
245000,2156,0.15
575000,4499,2.06
125000,1387,0.08
330000,2495,0.11
268000,,0.12
176000,1317,0.13
465000,3128,0.21
152000,1104,0.24
248429,1638,1.03
599900,4819,1.42
165000,1820,3.54
156800,1253,0.03
129000,1578,0.05
267000,,0.1
276500,2064,0.1
276500,2148,0.1
360000,2853,0.24
370000,3408,0.26
360000,2780,0.43
261100,,0.1
218900,1540,0.13
434200,2661,0.23
564000,3778,0.35
435000,4427,0.46
299900,1870,0.48
126000,1412,0.05
228000,1835,0.13
385000,2420,0.15
292000,2319,0.19
325000,2660,0.7
145000,2422,3.76
210000,1613,0.13
625900,3974,0.35
284600,,0.09
561000,4337,0.5
323000,2388,0.12
229000,1606,0.07
310000,2715,0.17
595000,4275,0.3
105000,1568,0.49
358500,2656,0.16
464900,3305,0.21
280000,2575,0.22
245000,1845,0.24
362800,2596,0.33
132000,1578,0.06
200000,1498,0.13
350000,2043,0.14
350000,2052,0.14
162000,2052,0.97
238400,1918,0.13
225000,1822,0.14
302600,2400,0.16
185000,1594,0.02
126000,1506,0.04
258000,2070,0.15
285000,2315,0.17
255000,2037,0.21
682000,4143,0.39
525000,2539,5.11
361500,2909,0.14
306000,2984,0.2
370000,2551,0.34
523000,3218,0.38
280000,2530,0.18
527400,3738,0.43
308000,2392,0.1
237100,1935,0.13
243000,2156,0.2
290000,2507,0.34
236000,2203,0.19
450000,3793,0.37
138000,1386,0.04
165000,1824,0.04
515000,3855,0.59
375000,2733,0.28
300000,2512,0.1
110000,1157,0.03
121500,1383,0.03
135500,1412,0.03
116000,1387,0.05
226100,1606,0.08
361200,2547,0.11
362400,2635,0.11
391900,2934,0.14
296400,2128,0.16
311400,2431,0.17
235000,1913,0.18
400400,2640,0.18
315000,2490,0.21
497300,2927,0.22
358000,2402,0.3
340000,2424,0.37
300000,1715,1.58
288500,2144,0.1
319000,2400,0.1
292100,2084,0.13
375000,3313,0.15
277000,2057,0.16
442200,2492,0.26
631100,2662,0.26
693000,4270,0.39
891200,3797,0.4
325000,2595,0.5
370500,2807,0.56
290400,2073,0.14
207500,1828,0.15
255000,2244,0.16
230000,1561,0.55
91000,924,1.15
247500,2710,2.27
134900,1248,0.03
145000,1248,0.03
157000,1824,0.04
187500,1540,0.06
230000,2084,0.06
264100,2148,0.12
217000,1540,0.13
226900,1835,0.13
243000,1897,0.14
313600,2399,0.17
775000,3290,6.45
177000,1337,0.09
393600,2889,0.14
407600,2836,0.19
424900,2852,0.19
362000,3099,0.23
143000,1584,0.04
297700,2148,0.15
382300,2046,0.15
162000,2005,0.16
290500,2148,0.21
380000,3014,0.26
164900,1253,0.03
269000,1996,0.08
362100,2932,0.11
107600,1952,0.15
274600,1525,0.16
377500,2557,0.35
285000,2144,0.1
228600,2282,0.14
323300,2402,0.16
479000,3286,0.19
280000,1774,0.22
319500,2480,0.22
369900,2545,0.22
127000,1708,0.05
261600,2614,0.13
265900,2612,0.13
391000,2367,0.22
275000,2667,0.23
294000,2222,0.23
380000,2749,0.23
220000,1969,0.24
254000,1850,0.28
495000,3711,0.3
380000,3358,0.31
410000,2806,0.36
499700,3141,0.43
607000,3746,0.92
206000,1656,0.13
180000,1366,0.16
219900,1560,0.16
205000,1544,0.17
518000,3448,0.23
123500,1506,0.03
240000,1777,0.07
362900,2573,0.11
273600,1713,0.13
365000,2731,0.16
314000,2944,0.24
224000,1513,0.14
268000,2054,0.2
375000,2779,0.21
390000,3530,0.27
315000,2578,0.49
135900,1412,0.03
193500,1358,0.13
272000,2208,0.14
433800,2640,0.15
291000,1978,0.18
319900,2322,0.2
248000,2218,0.21
312000,2560,0.28
645000,3937,0.31
126900,924,1.11
225000,2375,0.16
149500,1602,0.04
254000,1777,0.1
238000,1864,0.13
225000,2215,0.14
550000,3332,0.23
162000,1330,0.09
274300,2962,0.14
265000,2217,0.18
560000,3712,0.39
268200,2974,0.13
397500,2909,0.14
284800,1313,0.21
270000,2064,0.26
369000,3062,0.33
293500,2128,0.1
183000,1620,0.11
189000,1309,0.11
259000,1818,0.12
188000,1644,0.14
169000,1890,1.21
195000,1760,1.82
195000,1760,0.02
115900,1254,0.03
140000,1383,0.03
117000,1387,0.05
189900,1540,0.08
192500,1292,0.09
215000,1544,0.1
183000,1651,0.12
270000,1971,0.12
256500,2612,0.13
317500,2550,0.13
275000,2172,0.14
279700,2962,0.14
343300,2791,0.14
299000,2446,0.16
352000,2574,0.21
454000,3159,0.28
649300,3761,0.28
425000,3191,0.48
605000,3509,0.69
180000,2356,4.3
162500,1596,0.03
185000,1437,0.1
275800,2148,0.1
289500,2344,0.11
322900,2513,0.11
155000,1304,0.12
544300,3926,0.28
46000,1144,0.43
860000,3854,0.75
120000,1387,0.06
338000,3147,0.1
334500,2398,0.11
222000,1956,0.14
240500,1918,0.15
225000,2109,0.16
220500,1598,0.19
651500,3519,0.28
125000,1565,0.09
336000,2350,0.11
349500,3135,0.15
294000,2071,0.23
444000,3305,0.31
414900,2979,0.36
72000,1365,0.19
290100,2403,0.16
305000,2575,0.18
193800,1276,0.2
226000,1699,0.23
702900,3305,0.46
220000,1720,0.11
287700,2051,0.17
296000,2402,0.19
308500,2404,0.19
243000,2277,0.25
195000,1466,0.1
195000,1689,0.13
226900,1850,0.13
306100,2402,0.17
527000,3081,0.23
850000,6064,0.64
155000,1188,0.23
189000,1437,0.1
275000,2128,0.16
290500,2402,0.16
239000,2168,0.17
360000,2675,0.21
265500,2327,0.28
649900,3733,0.28
212000,1536,0.16
292000,2233,0.21
430000,3061,0.3
168000,2110,1.84
230000,1777,0.07
252000,1928,0.1
227500,1828,0.13
237100,1918,0.13
257600,2614,0.13
222000,1681,0.14
189900,1239,0.15
287600,2402,0.16
505000,3624,0.23
560000,3088,0.29
275700,2344,0.09
273000,2344,0.1
188500,1498,0.11
200000,1544,0.11
150000,1211,0.13
321900,2402,0.19
321900,2523,0.25
215500,1810,0.13
225000,1766,0.18
217500,1524,0.31
236000,1777,0.07
336800,1857,0.14
135900,1412,0.05
120000,1578,0.06
125000,1578,0.06
610000,3702,0.28
620000,4075,0.52
278900,2316,0.09
183400,1720,0.1
203000,1549,0.13
510000,3489,0.22
720000,5778,0.35
600000,2736,0.54
523200,3788,0.81
112000,1333,0.05
288000,2550,0.1
388000,2555,0.11
388000,2988,0.11
297800,2128,0.14
440000,3325,0.25
405000,2814,0.32
240900,1918,0.15
250000,1842,0.2
140000,1216,0.02
245600,1435,0.1
191700,1544,0.13
295000,2084,0.16
367200,3498,0.16
322000,2361,0.19
483400,3585,0.22
465000,3374,0.38
915000,5104,0.52
291000,2414,0.19
600000,2992,0.24
530900,3492,0.33
275000,2647,0.23
220100,1596,0.03
221900,1435,0.1
281500,2128,0.1
193000,1631,0.13
214000,1519,0.13
367000,2909,0.14
366700,3332,0.15
379000,2786,0.18
380500,3332,0.22
601000,3040,5
307500,2611,0.09
294900,2128,0.11
326700,3807,0.13
277500,2025,0.14
229100,1810,0.15
390000,1844,0.15
265000,2166,0.17
209000,1736,0.18
235000,1977,0.18
450000,3504,0.35
285000,2272,1.03
134000,1386,0.04
380000,2049,0.14
285000,2208,0.15
254900,1952,0.16
294000,2399,0.19
955000,2547,0.22
849100,4491,0.31
80000,1564,1.19
107000,1035,0.03
226900,1810,0.13
260000,2008,0.19
424000,3584,0.33
377000,2979,0.19
150000,2198,0.27
129500,1565,0.07
135000,1317,0.13
265000,2145,0.13
565800,3096,0.28
188100,3642,0.62
113000,1035,0.03
133000,1248,0.03
190000,1148,0.03
127000,1578,0.05
198000,1524,0.13
209000,1719,0.13
224200,1810,0.13
233400,1810,0.13
254000,2112,0.15
474857,3668,0.18
318000,2648,0.27
630200,3096,0.28
370000,2743,0.34
353000,2774,0.22
565500,5288,0.81
275000,2600,0.14
240000,1738,0.15
262800,1996,0.09
276000,2229,0.14
212000,1788,0.15
237700,1777,0.07
220000,1769,0.15
452800,3159,0.22
335000,2734,0.24
345000,2546,0.26
360000,2878,0.26
305000,2189,1.42
234000,1729,0.15
403700,2442,0.16
299500,2252,0.17
574000,3335,0.2
365000,2886,0.22
446500,3593,0.31
370000,3294,0.45
241900,1777,0.07
184000,1613,0.1
297300,2128,0.11
180000,1433,0.13
240000,1824,0.16
245000,2294,0.18
327500,2622,0.22
460000,3045,0.26
655000,3648,0.38
295000,2640,0.4
195500,2274,0.08
325000,2356,0.34
135000,1506,0.03
145000,1640,0.03
283100,2979,0.14
204000,1505,0.22
295000,2106,0.42
281200,2148,0.11
205000,1713,0.14
130000,1412,0.03
247800,1777,0.08
183000,1438,0.1
205000,1583,0.12
215000,2108,0.16
455000,3437,0.17
210000,1828,0.19
238900,1816,0.21
700000,4354,2.99
303700,2395,0.17
246000,2033,0.2
465000,3444,0.32
495000,2403,0.53
280000,2686,0.16
444800,3141,0.75
184000,1490,0.12
264200,2612,0.13
670000,5335,0.61
172500,1540,0.06
221100,1777,0.07
360000,2534,0.11
250000,1816,0.12
250000,2041,0.12
320000,2910,0.13
351200,3020,0.13
247300,1732,0.14
289900,2229,0.16
367800,2213,0.17
230000,1859,0.21
429900,3174,0.22
292000,2395,0.23
349000,2452,0.23
182000,1314,0.39
380000,2308,0.96
170000,2356,1
335000,3014,3.82
539000,3456,4.93
175000,1292,0.09
265000,1996,0.09
230300,1435,0.1
360200,2864,0.11
372400,2910,0.11
377500,2932,0.11
247200,1918,0.14
230000,1725,0.15
296000,2400,0.16
299400,2128,0.17
114600,1387,0.04
257100,2148,0.15
367500,2853,0.17
294000,2507,0.22
455000,3286,0.23
500000,3192,0.24
212900,1688,0.39
181500,1594,0.02
267200,2612,0.14
295000,2432,0.19
320900,2400,0.2
115000,1360,0.03
115900,1080,0.03
390000,2932,0.13
286700,2402,0.16
370100,2910,0.2
513500,3192,0.21
658700,4589,0.24
85000,1412,0.03
158900,1253,0.03
265000,2617,0.1
169900,1428,0.13
285000,2449,0.14
355700,2495,0.16
235000,2178,0.19
232000,1740,0.2
253000,2084,0.25
354500,2751,0.26
430000,3133,0.27
245000,2274,0.07
260200,2612,0.13
342300,2400,0.19
249900,2086,0.2
245100,1525,0.1
215000,2069,0.13
203000,1558,0.14
241200,1918,0.15
252700,1753,0.16
285000,2363,0.21
280000,2178,0.27
255000,2159,0.12
274600,2979,0.13
220000,2108,0.25
527300,3363,0.32
419000,3199,0.43
135000,1248,0.03
241200,1777,0.07
238700,1918,0.13
215000,1730,0.16
408500,3332,0.16
422400,3296,0.16
362100,3537,0.23
435000,3010,0.16
182000,1358,0.12
334000,2059,0.17
449000,3213,0.18
369000,2861,0.21
130000,1506,0.03
304100,2344,0.1
222000,1706,0.17
301000,1945,0.4
280000,2441,0.16
305000,2400,0.28
545000,3738,0.69
207000,1720,0.11
210000,1518,0.18
299900,2207,0.22
340000,2791,0.32
130000,1383,0.03
228000,1540,0.1
291000,2296,0.1
170000,1368,0.11
295000,1921,0.12
235000,2297,0.15
178000,1452,0.19
308500,2259,0.38
133000,1216,0.02
139900,1584,0.05
285000,2344,0.09
93200,2390,0.1
215000,1625,0.1
280200,2148,0.1
260000,2006,0.11
326400,2533,0.11
351200,2360,0.11
195000,1366,0.12
256000,1883,0.13
270500,2962,0.13
337400,3024,0.14
219500,1616,0.16
197500,1642,0.17
380000,2830,0.17
435000,3484,0.18
317500,2710,0.19
290000,2217,0.2
428000,3030,0.2
290000,2558,0.21
325000,2008,0.22
380000,2778,0.22
480000,3408,0.22
490000,3192,0.24
330400,3332,0.27
622500,3092,0.32
290000,2206,0.34
314000,2502,0.48
350000,2595,0.51
472000,3547,0.96
220000,1352,1.31
169000,1540,0.06
260000,1777,0.09
361400,2932,0.12
275000,2229,0.14
262700,2612,0.15
254500,2034,0.18
445000,3146,0.19
138000,1383,0.03
86000,1824,0.04
272500,2686,0.1
291700,2128,0.1
191000,1370,0.13
279000,2170,0.14
210000,1694,0.18
275000,2257,0.18
386000,2719,0.19
307500,2460,0.22
304900,2499,0.26
330900,2748,0.29
455000,3366,1.11
182000,1594,0.02
286500,2148,0.1
190000,1550,0.14
249000,1981,0.16
457500,3234,0.16
306800,2395,0.17
228000,2161,0.21
385000,2491,0.22
385000,2846,0.3
292500,2102,0.52
280000,2643,0.1
379900,2810,0.1
348200,2524,0.11
234000,1948,0.14
204900,1828,0.15
379600,2577,0.17
233000,2001,0.23
365000,2761,0.33
472800,2852,0.48
160500,1701,2.46
295400,2128,0.1
375000,3003,0.16
375000,2515,0.18
473800,3634,0.24
862500,4449,0.33
645000,3929,0.39
240000,2912,1.05
195000,1473,0.15
444500,3300,0.22
400000,2940,0.36
200000,2191,0.15
241300,1918,0.15
315000,2400,0.24
312000,2714,0.25
410000,3253,0.47
310000,2225,0.6
138000,1475,0.12
199900,1760,0.02
129000,1248,0.03
134000,1383,0.03
202500,1645,0.14
218000,2021,0.14
310000,1975,0.15
300000,2275,0.16
75000,1248,0.17
335000,2210,0.3
540000,4135,0.3
758800,4313,0.38
199900,1278,0.12
222000,1763,0.13
225000,1769,0.13
272500,2145,0.13
374600,2909,0.14
305000,2758,0.21
222000,1985,0.23
232000,1731,0.77
199000,1736,0.22
245000,2260,0.25
303000,2596,0.35
177000,1594,0.02
129900,1254,0.03
249900,1972,0.06
155000,1052,0.09
239000,1828,0.12
369900,3110,0.2
314000,2578,0.22
349900,2235,0.24
305000,2265,0.25
540300,3797,0.35
202000,1596,0.03
255300,1435,0.1
250000,2205,0.16
290000,2886,0.22
540000,3243,0.7
400000,1967,5.73
275100,2316,0.09
298900,2400,0.18
215000,1895,0.13
385000,2808,0.13
282000,2042,0.18
339000,2475,0.22
260000,2273,0.24
313000,2253,0.27
460000,3294,0.33
262500,2448,0.38
305000,2515,0.16
103000,1035,0.03
379600,2402,0.1
190000,1521,0.14
289800,3130,0.14
429100,3142,0.25
274000,1984,1.18
220000,2084,0.06
258000,2022,0.12
262700,2614,0.14
352000,3339,0.21
447000,3232,0.26
799000,5028,0.34
135000,1383,0.03
204900,1642,0.13
300000,2441,0.13
255000,1930,0.19
372000,2827,0.19
470000,3240,0.63
120000,1728,2.66
100000,1333,0.05
175000,1540,0.08
265000,1964,0.13
346000,3156,0.13
262700,2612,0.14
324000,2387,0.17
460000,2802,0.51
207000,1611,0.71
550000,4021,1.63
141000,1064,6.6
108000,1578,0.05
275000,2229,0.13
207000,1440,0.15
314000,2421,0.15
251500,2204,0.2
225000,1805,0.14
457200,3123,0.19
632600,3926,0.42
635000,4300,0.51
262000,2159,0.12
197000,1544,0.17
248000,2081,0.19
335900,2658,0.21
330000,2370,0.33
315000,2680,0.35
649900,4342,0.45
300000,2359,0.97
232000,1799,0.1
255700,1525,0.1
263900,2148,0.1
303800,2128,0.1
175000,1323,0.11
226200,1810,0.13
260000,2612,0.13
263100,2613,0.13
363000,2646,0.17
380000,2666,0.17
435000,3173,0.17
290000,2438,0.18
267000,2200,0.22
289000,2432,0.23
550000,3770,0.33
475000,3329,0.34
312000,2547,0.09
208000,1544,0.1
247300,1435,0.1
249300,1525,0.1
328000,2595,0.1
195000,1720,0.11
337600,2367,0.11
206500,1830,0.13
237200,1918,0.13
265000,2116,0.13
276500,2091,0.19
479000,3332,0.26
440000,3270,0.28
518000,3295,0.51
178000,1594,0.02
65000,1035,0.03
268300,2316,0.09
265000,1525,0.13
265000,2036,0.14
242500,2091,0.18
250000,2150,0.22
415000,2946,0.22
300000,2222,0.27
130500,1386,0.04
134000,1412,0.05
376200,2013,0.15
430000,2939,0.25
430000,2939,0.26
495000,2729,0.33
540000,2847,0.75
315700,2930,0.11
252800,1753,0.13
330000,2997,0.14
160000,1716,0.15
160000,1495,0.18
284000,2662,0.18
240000,2065,0.19
470000,3360,0.23
420000,2683,0.36
247500,2022,0.1
170000,1178,0.14
241000,2030,0.17
319000,2598,0.17
342500,2231,0.23
449200,3597,0.24
435000,3766,0.89
161900,1253,0.03
288500,2128,0.1
289000,2128,0.1
300000,2442,0.11
355500,3071,0.13
205000,1611,0.14
401000,2909,0.14
382600,2778,0.21
452000,3564,0.21
517500,3763,0.23
466500,3155,0.26
365000,2659,0.27
375000,2551,0.32
392000,2915,0.33
144600,3198,0.35
136000,1404,1.29
380000,2992,0.13
212000,1698,0.14
192000,1574,0.2
377500,3240,0.23
380000,2949,0.28
594600,3719,1.21
312000,2400,0.19
299600,2631,0.21
367000,3162,0.36
124000,960,1.05
305000,2326,0.21
450000,3220,0.29
520000,4380,0.37
460000,3186,0.14
220000,1660,0.16
237500,1995,0.17
295000,2029,0.17
370000,2678,0.24
570000,4218,0.33
380000,3732,0.4
130500,1383,0.03
408000,3334,0.12
230000,2061,0.13
245000,1786,0.13
259900,2189,0.15
405800,3485,0.19
326000,2658,0.23
440000,2968,0.35
240000,2215,0.38
480000,3018,6.24
215000,1720,0.1
253500,2148,0.1
309000,2324,0.14
370800,3391,0.23
307000,2477,0.3
679500,4284,1.06
237600,1918,0.13
320000,2589,0.2
343000,2976,0.28
465000,3070,0.38
315000,2874,0.19
335000,2398,0.22
207000,2440,0.15
375000,3612,0.21
195000,1550,0.12
316500,2228,0.2
489900,3602,0.23
395700,2596,0.27
759800,4008,0.31
602000,3631,0.36
300000,2071,0.18
248000,2000,0.19
360500,2617,0.19
364900,3381,0.22
113800,1387,0.05
155000,1208,0.09
188900,1608,0.13
282000,2166,0.18
360000,2545,0.22
534000,3243,0.25
267500,1997,0.09
175000,1298,0.1
286000,2312,0.1
308900,2409,0.1
255000,1996,0.11
213800,1519,0.13
219900,1567,0.13
280000,1671,0.14
280100,2073,0.14
375000,2808,0.17
260500,2191,0.19
310000,2632,0.2
402000,2854,0.21
360000,3002,0.22
410600,2968,0.22
349000,2571,0.23
579900,3789,0.24
319000,2493,0.25
389000,2761,0.29
425000,2917,0.35
570500,3674,0.39
193000,1816,0.5
435000,3644,0.52
635000,3526,0.52
125000,1248,1.72
365200,2932,0.11
277100,2422,0.16
292500,1950,0.16
311300,2624,0.16
153000,1211,0.17
419000,2882,0.23
390000,2859,0.27
